vehicle_id,registration_number,load_capacity,route_id,active,depot_id
c975f6c8-4b93-4942-af4c-639eec7937f2,KDC 453E,5000.0,6650c672-5a8d-4120-a012-11973de681dc,False,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
ae79fb71-14e4-4f19-a8bf-91289fa572ea,KCP 512D,3000.0,1f01ed41-efdd-47d8-a9e1-aae3e8f95884,False,67f10a70-7093-47d7-9a5d-17f0f331e584
22e0acaf-a7b6-4f04-adbf-d178f9e42ea3,KCT 546n,4500.0,9a2f96af-937a-4f22-a523-175e2bbcea2e,False,bdc9719c-5f6b-42e6-b89b-a37e15635b35
899e01a1-9b78-4057-99d5-302ad8beab3f,KDG 044T,3000.0,d178368c-4986-4b54-bec5-fea9d76a4da0,False,bab6f582-f960-4933-ba2e-20cfa1a09073
32fb2618-3b68-4772-8742-51be3fbebb76,KCK 709V,4950.0,7bb8f200-13b3-43fd-ae21-81b981584b2b,False,db01133e-0d9c-4898-8812-320f02883291
38988b41-88c7-4095-8aba-91c2c4aa6eca,KAY 619X,4000.0,a153b9a0-e018-4389-9f66-c2f6799a8aaa,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
d8ad51a4-ada5-48ca-9f00-2f49f8f0b623,UBD 178Z,2500.0,66a6bbae-8df7-4303-aa83-34bdf57b62ae,False,964e854f-07df-4cdb-b87c-2d16391f724c
4faec4e7-ffbd-4668-aab1-c41afa2e2cd5,KCZ 930Q,3500.0,f848c5d2-ebf5-4c40-9383-4bbf7c9f8b02,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
66d8c35c-06c8-424d-a9e0-8782474742fd,KBT 631Q,10000.0,,True,
4ba074b1-28c8-4958-98a6-15c9bb6c49a0,KDB 150B,8000.0,cc53ea42-12b2-441c-9417-1facd6e59e26,False,790ee6ba-e7d5-4743-ac10-e88636792a60
1bcf70b4-f9e7-4959-b157-1e21644bc572,KBJ 956K,7500.0,a4a42b8d-a290-4fe2-b228-1c639227da93,False,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
7ad14637-45c8-4db3-b607-20b773ef2c17,KCQ 131A,3500.0,a17df0cf-4fb4-4c8d-93f6-59128e8460b1,False,bdc9719c-5f6b-42e6-b89b-a37e15635b35
92371e9a-b4ee-41ed-92a2-5f5a1c17b90f,KDG 238J,10000.0,,True,
c6fc768f-bcf1-448d-a609-a3d1da8351ea,KDJ 754F,5000.0,342025de-166b-4043-b5b3-015ecd522174,False,9ec232d6-0ae6-4673-a91e-e95bbf910350
77f86c7d-ab79-4592-81d6-a2eeba14bcbf,KCQ 910A,28000.0,,False,
3a6c4147-0b83-4e1f-93b0-d87e7ba14067,KCG 505U,4000.0,659259c1-288f-4634-95d6-2a78e6b64372,False,db01133e-0d9c-4898-8812-320f02883291
cb2bf69c-3459-4021-bfe6-01bd08847833,KBW 289L,3850.0,36ed0ad7-a24e-45ef-97d6-b643ad4d9095,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
d27241ec-b924-4466-a1cd-57ecbac7c165,KCV 240A,7000.0,63738e51-d524-4445-96d7-a048aa99f2ea,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
1064e5aa-d1c6-4fb9-becd-dbc21c32c412,KCP 044V,7000.0,d999c856-a2e9-4563-826c-b06027be365b,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
af7ba5d2-ba2f-4c17-807e-d1179978f468,KCK 257Q,5000.0,662778e9-ef6b-4d6e-8a62-620671f0bdaa,False,ebed2404-4068-4d15-849e-75e578bc4e55
a971c79b-6261-427a-8550-5d8ffcce46ec,KBV 508W,3000.0,7bb8f200-13b3-43fd-ae21-81b981584b2b,False,db01133e-0d9c-4898-8812-320f02883291
e17c6379-edac-4e60-a6e0-2b9fb509a1f7,KCS 060G,6000.0,7aead0f3-cef4-42c1-ba36-be6d3fcd7688,False,ebed2404-4068-4d15-849e-75e578bc4e55
443d8f0f-6692-45db-9884-89e3f1ed5393,KAK 912p,4000.0,f8e6cdbe-8bea-4a90-bb47-24282fd37e61,False,6c8821b8-655f-4851-81cd-5ee0dfbdc9a7
2413f0e7-da3c-4545-89f7-6b2f109663a5,KBQ 710B,5000.0,3e293bd9-cd84-4f30-a9be-d59d3b19ea7c,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
9d154dd6-e711-4e47-b86b-7ba00d601c9d,KCM 938A,6000.0,b1371a5a-c2c5-4598-b6f3-cf0b47a95548,False,ebed2404-4068-4d15-849e-75e578bc4e55
573ace7b-805b-4ac1-b252-7fd2b3258f6d,KCG 149N,5000.0,46b95569-7e4f-4251-9693-3d6d3685e826,False,790ee6ba-e7d5-4743-ac10-e88636792a60
4f65e826-e273-4df7-93a9-449dd34e8f02,KDB 504W,2500.0,2c3d618a-c018-44a3-ad03-905667cab539,False,f80fee38-9a1a-4191-90f5-153687255446
f1f0a0c4-e60c-42cb-b2f9-6530172af291,KBM 455U,2500.0,a6648784-f04c-4e3b-b649-1f6daab1d8c7,False,f80fee38-9a1a-4191-90f5-153687255446
65ca7f3a-2b94-4c7f-91cd-3b81f8c13a8e,KCV 820T,3500.0,d183d751-718b-4938-80b7-f13883674439,False,5b2d745a-c125-432c-93ca-fb629957e2d4
9c9982c5-723b-4e3a-98aa-787bd66c7078,KDA 779D,4500.0,3bc7a230-4b35-48e9-a103-5c25cb9db637,False,bab6f582-f960-4933-ba2e-20cfa1a09073
352da0ea-27e2-461d-95c7-44af224ec5ae,KCF 445R,5000.0,772279fb-d215-4a7b-bc0a-ad54503d96b4,False,3259d09a-a825-4e53-ab3f-657d1c415eb0
e44e94e4-9db3-416d-b3b5-b470562943a3,KCR 817U,2000.0,36ed0ad7-a24e-45ef-97d6-b643ad4d9095,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
7dae841f-01dc-4390-b2d9-4a206a713179,KBT 392B,5.0,2291662d-f797-4f90-8abd-60f7093fe0d8,False,702ac963-e29f-4a52-adb3-fd03adef8fc9
cf8bb80c-44ea-4a43-9a0e-0879e5249233,KBq 094R,6000.0,be3557d6-7d12-4a10-a406-191541374e18,False,ebed2404-4068-4d15-849e-75e578bc4e55
1d9408f2-38a3-46c6-8ac5-123aa374cb20,KDC 294N,10000.0,,False,
bec6bcf0-54de-4b7b-ad2a-53132a206c5c,KDJ 025U,7000.0,41b02039-c0b3-4476-8e64-bcb48f517e65,False,21ee323a-6149-4310-908e-74a72cd6cb09
898f34c1-dd60-43fc-8e1b-ab3ddfb3a1a8,KBJ 361E,10000.0,,True,
be9e573a-c56b-47c4-9c7d-5ae4fa12c661,KCD 031W,5500.0,41b02039-c0b3-4476-8e64-bcb48f517e65,False,21ee323a-6149-4310-908e-74a72cd6cb09
b18997c2-be37-401f-aa47-93e2df004bb1,KBU 903J,3800.0,3572e844-f1bd-46bc-b748-720404c94119,False,bab6f582-f960-4933-ba2e-20cfa1a09073
29352609-04fc-4cde-9263-c5018d86af29,KDG 110j,12000.0,9cc76e71-0c59-406b-a10b-208609b2bbab,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
ca2ac4fe-de2e-498f-ad03-582460e17aa8,KDC 271Y,3500.0,6a9cfdbb-6da0-4a76-a28d-40121cce78bb,False,ebed2404-4068-4d15-849e-75e578bc4e55
a0b3aa44-e45d-48b4-a532-f2603c01ff85,KAL 857U,3000.0,2676099c-2999-4d7f-bad7-c8b601c5693f,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
622ddc8a-34c9-446b-bb20-844043f55773,KCD 871W,3500.0,67fd6b10-68c8-48fd-bf70-0ba07be45e55,False,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
3fecbb1a-4e4d-4f75-9852-f32128266e82,KDC 171Y,3500.0,6a9cfdbb-6da0-4a76-a28d-40121cce78bb,False,ebed2404-4068-4d15-849e-75e578bc4e55
6f63114e-a0f4-41ab-ad4a-08b3f8588358,KCK 706V,3850.0,6a9cfdbb-6da0-4a76-a28d-40121cce78bb,False,ebed2404-4068-4d15-849e-75e578bc4e55
0db2240f-c0bb-4d7b-9e27-0dde15399a96,KCG 261V,3500.0,f5cb750d-b5c5-4c3f-8221-a83bbbff3fb7,False,f80fee38-9a1a-4191-90f5-153687255446
c0bb039b-6ae1-42cd-b0c5-afeba4e8ecda,KBQ 849C,3850.0,8a4d5834-2671-4339-a1b6-3f0466e445fd,False,5b2d745a-c125-432c-93ca-fb629957e2d4
29d66aff-8e02-4926-8c66-9093065ffbd0,KCP 890R,2500.0,361537d4-fe12-4101-bd0c-35d7b57a96b6,False,67f10a70-7093-47d7-9a5d-17f0f331e584
e5f72245-91df-48ae-8eae-b4f01c08624d,KCR 798u,2750.0,444d9b0e-433e-46b2-b66d-284a4ad48307,False,67f10a70-7093-47d7-9a5d-17f0f331e584
e34f9b0d-0c2c-4148-ba4c-5882160ca9d2,KCQ 025H,5000.0,1002e77b-80ca-4b56-952d-581512362491,False,db01133e-0d9c-4898-8812-320f02883291
b1c91ec1-8b2b-45a5-8fef-27eac9c12180,KCD 123A,10000.0,,True,
1357ca2c-d597-4adc-9420-c816b67a0a50,KBW 710X,3273.0,f6c0d941-bf97-405a-bf6b-71256c335dcb,False,67f10a70-7093-47d7-9a5d-17f0f331e584
ff7cab80-e41c-4a2b-ad34-c4f222cc71e8,Kbn 692W,2500.0,3472b97d-77b6-4859-804f-5d18e7becbc0,True,2da4f36b-0634-4616-8649-c74f1b7f9ae6
144d017f-3a9a-4bba-b49d-b547cfc0c802,KBZ 270R,4500.0,7aead0f3-cef4-42c1-ba36-be6d3fcd7688,False,ebed2404-4068-4d15-849e-75e578bc4e55
96c7423e-ae71-4c30-8cdb-698c627a3dac,KCZ 927W,3500.0,77aa4768-810d-4c2b-8b1e-7d802401e336,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
2581466d-1415-44c1-bb26-b968709da56a,KCW 087N,3800.0,f760752d-79fe-442a-b2c1-322af4e5e422,False,bab6f582-f960-4933-ba2e-20cfa1a09073
b62866a5-b743-4421-9842-0c01c410dc6d,KCR 798U,4000.0,a0aa190d-c886-481b-b73b-59ccb5d36d34,False,67f10a70-7093-47d7-9a5d-17f0f331e584
afefb902-268b-4b73-9855-6b978d366ed6,KDE 142J,10000.0,,True,
7a892f73-776e-42e4-ab1e-67c554112053,KDA 608V,3500.0,1f01ed41-efdd-47d8-a9e1-aae3e8f95884,False,67f10a70-7093-47d7-9a5d-17f0f331e584
7dffa620-e9a9-42ab-bc7d-e5b0e1d93a6b,KCJ 182R,3000.0,62790b65-5446-4433-abac-0b4ac0ec9585,False,21ee323a-6149-4310-908e-74a72cd6cb09
5705f718-ba58-4296-9491-6442576d4be6,KAP 231r,2750.0,58346854-846d-4eb8-b550-7974a704a183,False,db01133e-0d9c-4898-8812-320f02883291
dffd9d6c-8b58-42ca-b0ad-96547ebc7735,KBN 693W,2500.0,361537d4-fe12-4101-bd0c-35d7b57a96b6,False,67f10a70-7093-47d7-9a5d-17f0f331e584
ec32edfc-0513-4c9d-8645-9dbda1562a4e,KDJ 478A,5000.0,d999c856-a2e9-4563-826c-b06027be365b,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
357fa909-132c-4ddd-b086-c55bb6ddaf79,KDJ 028U,6500.0,d4956fd9-29c8-49c4-a84e-d5e6dad07be6,False,ebed2404-4068-4d15-849e-75e578bc4e55
dcbc1c2d-c6d1-4f4f-90c7-5815a2f067ae,KBZ 498Z,3850.0,40e76b4d-3360-4e12-9dd4-718796bcfc3b,False,21ee323a-6149-4310-908e-74a72cd6cb09
fd5701fc-7628-4d0a-9314-3d15a44d72bd,kcg 775c,3000.0,866f47f5-7701-4afb-9c5d-43b6af234ffe,False,fd74587d-932d-40db-a5ee-20a5d1a620c1
b692c763-a067-463c-8421-d813c9fd103a,KBF 409H,7000.0,fe8056e5-11b4-4c3c-9883-caded08ad812,False,bab6f582-f960-4933-ba2e-20cfa1a09073
e056ec72-7ffe-4999-8529-e091d1beeadc,KCU 329G,3500.0,d7be2f4e-f98e-458d-aef4-b8e6faa6a3ab,False,f80fee38-9a1a-4191-90f5-153687255446
567ca64b-cb84-4c43-b755-f77f92c20249,KBJ 872G,4500.0,4f87d3fa-208f-4cb6-9e99-2713aecd8e09,False,790ee6ba-e7d5-4743-ac10-e88636792a60
6e59718e-fd00-4fd8-a8e7-740966948fca,KCD 049W,4950.0,5bdbbcb7-88d5-4e33-968c-93f4bcbc10e8,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
fdc5f21f-3e4a-4b22-adf2-af25290fd4ae,KCE 820W,28000.0,,True,
2e4f6601-b1bc-4af3-9e66-068aef1d82c3,KCZ 368C,5000.0,8aa096dd-f639-43e8-b34f-8a20dc3ff0e2,False,21ee323a-6149-4310-908e-74a72cd6cb09
efcdf7b3-85c6-4515-93d0-b0507b399607,KdD 033n,4000.0,ad52851f-7f97-4186-a2e5-f9fae9249948,False,67f10a70-7093-47d7-9a5d-17f0f331e584
23e424e1-01d3-4e84-a477-047e8780c07e,kcd 649z,4500.0,6c2a29a7-5f77-4d25-a5df-72ecb2333849,False,67f10a70-7093-47d7-9a5d-17f0f331e584
536f37ec-4fbe-4302-addb-0d0d18845d02,KCF 146G,5000.0,4f87d3fa-208f-4cb6-9e99-2713aecd8e09,False,790ee6ba-e7d5-4743-ac10-e88636792a60
0f31b7c3-4b37-4f79-aa43-c2aac6ec774b,KDB 483N,3500.0,49a0a162-80d7-43d2-b428-31017bf4330e,False,5b2d745a-c125-432c-93ca-fb629957e2d4
49c31520-4960-4c13-ae54-8471960d8277,KCV 080Z,10000.0,,True,
d7f593d2-2457-40b3-85b0-ac297c9417f6,KCW 833A,10000.0,ad52851f-7f97-4186-a2e5-f9fae9249948,False,67f10a70-7093-47d7-9a5d-17f0f331e584
2af268be-8d65-49a1-aca3-afb1eda370ee,KCX 927H,8000.0,b1371a5a-c2c5-4598-b6f3-cf0b47a95548,False,ebed2404-4068-4d15-849e-75e578bc4e55
37dea299-f193-4bcd-b3c8-4045bc89d19b,KCV 685G,3500.0,0638e859-fa10-46a8-b9c4-90d49e185bd0,False,790ee6ba-e7d5-4743-ac10-e88636792a60
99fd2b16-04f9-4c58-968d-1eac7feb2f85,KBK 976X,28000.0,,True,
cea8f868-6f1a-4b43-af71-566273aaee3e,KCE 505U,4000.0,2a13244e-6d77-4f72-9e5d-b67b4bc9d14d,False,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
f0eb5e78-e38c-43e5-aa22-098f404896f5,KCR 797U,2000.0,e65b0f01-e0e2-407d-8d95-ef5f54e44fef,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
3078de5b-cb0a-42d9-b4fd-3e1901a73185,KCK 376Y,3000.0,9893d81f-df1e-49a9-a0d4-0a5016e00e0f,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
425a80c9-8686-47cf-8355-fa319244c771,KCR 385a,4500.0,662778e9-ef6b-4d6e-8a62-620671f0bdaa,True,ebed2404-4068-4d15-849e-75e578bc4e55
cb95b350-3e90-4cc0-ad94-63aa25efcf32,KDA 316y,3500.0,6c2a29a7-5f77-4d25-a5df-72ecb2333849,False,67f10a70-7093-47d7-9a5d-17f0f331e584
e899e496-ca65-4d6e-85e6-683f35920743,KCR 994V,2750.0,e00da6b6-6760-47e5-bb08-ac497e2c749e,False,702ac963-e29f-4a52-adb3-fd03adef8fc9
8586f26a-4fd3-41f2-86b4-1a7d847c8abe,KBX 437M,10000.0,,False,
3673e006-713b-42a9-8e39-5e922c468ea3,KBF 748W,7000.0,21bf95d8-275d-4a56-904d-9864b87bed0c,False,21ee323a-6149-4310-908e-74a72cd6cb09
e86b6a72-7a25-49b7-b620-8692492bd8eb,KBL 089Y,3000.0,f6c0d941-bf97-405a-bf6b-71256c335dcb,False,67f10a70-7093-47d7-9a5d-17f0f331e584
1fcc7d34-ec72-45c2-9a73-b883b5f5630a,KBH 598W,10000.0,ca60e931-d28b-4a3e-9b95-96688270ebaf,False,fc40a266-519a-409f-a66c-f991a724ae90
cfda1849-42ff-4b24-b0e8-ff9fe0946aa2,KCQ 092Y,5000.0,76702653-23de-4370-b7ff-e5aafaee24a6,False,ebed2404-4068-4d15-849e-75e578bc4e55
6cd091bd-0277-451e-9daa-b245d4f2a92e,Kdc 171y,5000.0,6a9cfdbb-6da0-4a76-a28d-40121cce78bb,False,ebed2404-4068-4d15-849e-75e578bc4e55
f3ee318b-5af7-4f97-a61d-a32341a47845,KBP 206K,5000.0,3e293bd9-cd84-4f30-a9be-d59d3b19ea7c,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
ab5718af-9027-47bd-a70e-8d0d42b773f2,KBD 067G,10000.0,,True,
fb7b2710-4224-468d-813c-6e909f252b21,KDD 033N,3500.0,4c2cad0f-1672-4ad7-a915-c94f5e8424ca,False,ebed2404-4068-4d15-849e-75e578bc4e55
834c3e2d-3c24-4a41-a3da-c9f90fc82d61,KDJ 017U,6000.0,4f87d3fa-208f-4cb6-9e99-2713aecd8e09,False,790ee6ba-e7d5-4743-ac10-e88636792a60
ce027b74-479c-43a2-a7a9-ea606d5e4208,KBZ 315H,3000.0,fe8056e5-11b4-4c3c-9883-caded08ad812,False,bab6f582-f960-4933-ba2e-20cfa1a09073
f278244e-9e42-456b-b700-af6159312c3f,KCA 880B,3800.0,695e8220-8268-4180-ab0b-138ad731a176,False,36aab551-1b63-4794-a827-d58b95d16556
756adae9-db04-45a5-b2b4-a7744a7c2078,KDA 361Y,3500.0,ad52851f-7f97-4186-a2e5-f9fae9249948,False,67f10a70-7093-47d7-9a5d-17f0f331e584
46296e1d-47d3-4486-b5e6-8354c8acd4ca,KDR 237W,6000.0,37b26b39-09b2-4b25-aec8-50e073b2c3ff,False,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
a43b8925-5ceb-469d-8315-808812418b3c,KDA 751A,5500.0,4e8383ca-6c31-4e8f-939f-6379eb4afb26,False,67f10a70-7093-47d7-9a5d-17f0f331e584
e6a8277c-9730-4173-b606-496565cf0eae,KDD 547Z,10000.0,,True,
de0d38a7-d42a-4405-a002-cd8f8961bb69,KAL 944S,10000.0,,True,
4a04268f-f17b-42ad-8e4c-b2da48e9d200,KCW 282R,2000.0,2c3d618a-c018-44a3-ad03-905667cab539,False,f80fee38-9a1a-4191-90f5-153687255446
5ca6be4c-1d85-425e-832e-0a24feeb04cb,KcX 874E,4900.0,cb98bcf6-040a-4e00-964c-e0c9692588e8,False,db01133e-0d9c-4898-8812-320f02883291
f04fa2dc-9fa1-44f7-9127-a7b987a23e0c,KCR 834U,2750.0,ad52851f-7f97-4186-a2e5-f9fae9249948,False,67f10a70-7093-47d7-9a5d-17f0f331e584
341ae310-e855-4c14-b25f-9fc182944f97,KDA 864L,6000.0,781c7064-a4b3-4d12-a296-f3e71728e922,False,2da4f36b-0634-4616-8649-c74f1b7f9ae6
