route_id,route_name,depot_id
80686af1-54ba-49d5-a0d4-0a69c21642d1,Kaloleni Depot,67f10a70-7093-47d7-9a5d-17f0f331e584
834494cd-3788-4bec-b9ec-a8a28a288110,Donholm Depot,f80fee38-9a1a-4191-90f5-153687255446
f3c3f91d-f7ae-4a67-bdf0-d662dc0ce504,Donholm-Outer mkt.,f80fee38-9a1a-4191-90f5-153687255446
4eb19a72-b648-4329-bb49-16def0ff8780,PackHouse - Outer mkt.,db01133e-0d9c-4898-8812-320f02883291
32bb1577-9bc2-42ce-ae26-7c606228a3be,Kitengela 1,db01133e-0d9c-4898-8812-320f02883291
5ee6a28b-54bc-44ae-b8d6-b5fb6d6d91f3,Athi River,db01133e-0d9c-4898-8812-320f02883291
4dd70fe1-ce95-4cbe-9cf1-d9167c0d28fa,Mlolongo,db01133e-0d9c-4898-8812-320f02883291
08fb69bb-ff8b-4601-8413-c0ca6dce6e77,Packhouse - Depot,db01133e-0d9c-4898-8812-320f02883291
e65b0f01-e0e2-407d-8d95-ef5f54e44fef,UpTown,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
d183d751-718b-4938-80b7-f13883674439,Mwiki,5b2d745a-c125-432c-93ca-fb629957e2d4
2bc68658-8279-4bb8-b5d5-d02a20d1ac57,Kayole,f80fee38-9a1a-4191-90f5-153687255446
3beb9e97-76e2-4d6c-9d3d-277370381f75,Eastleigh/Pangani,67f10a70-7093-47d7-9a5d-17f0f331e584
b1371a5a-c2c5-4598-b6f3-cf0b47a95548,Imara/Pipeline,ebed2404-4068-4d15-849e-75e578bc4e55
17e8ae7f-9b53-48c7-816d-220923b78a0a,Surplus,67f10a70-7093-47d7-9a5d-17f0f331e584
36ed0ad7-a24e-45ef-97d6-b643ad4d9095,Lower Rongai,2da4f36b-0634-4616-8649-c74f1b7f9ae6
781c7064-a4b3-4d12-a296-f3e71728e922,Rongai North,2da4f36b-0634-4616-8649-c74f1b7f9ae6
d999c856-a2e9-4563-826c-b06027be365b,Rongai South,2da4f36b-0634-4616-8649-c74f1b7f9ae6
ed42a2c7-d733-4bd6-8232-ac0e7f9e096b,Lavington,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
e26f7e87-5356-4e56-b7aa-5c37cb04635f,Upper Rongai,2da4f36b-0634-4616-8649-c74f1b7f9ae6
a532f203-da12-4e58-883a-8f9a1d3b45bd,Kiserian,2da4f36b-0634-4616-8649-c74f1b7f9ae6
f71f83d3-9b36-4ffa-9274-d3fd26cf8aa3,Rongai Depot,2da4f36b-0634-4616-8649-c74f1b7f9ae6
2c3d618a-c018-44a3-ad03-905667cab539,Kariobangi,f80fee38-9a1a-4191-90f5-153687255446
6f4d202c-3421-483e-9b0b-53f59c5c5e2a,Pangani/Ngara,67f10a70-7093-47d7-9a5d-17f0f331e584
c8117b37-8513-4741-8252-cb08d57f3cdc,Makutano,db01133e-0d9c-4898-8812-320f02883291
00d7a3ea-7667-4f2c-a51d-e011c6f1bcc5,Zimmerman,5b2d745a-c125-432c-93ca-fb629957e2d4
743e50e6-0fd7-47d2-9a66-f1f0ef7bb42b,Githurai 44,5b2d745a-c125-432c-93ca-fb629957e2d4
211b0b2d-ad7b-450f-b4a1-f0cea56d887b,Babadogo,5b2d745a-c125-432c-93ca-fb629957e2d4
1af5573b-2a80-44b7-a1d7-d54196bff007,Kahawa,5b2d745a-c125-432c-93ca-fb629957e2d4
2e179fd0-4b0b-4342-b938-732c71efd593,Kiambu Road 1,790ee6ba-e7d5-4743-ac10-e88636792a60
eead1b24-1dec-47c3-a9ff-84fd4f364310,Thika Road Depot,5b2d745a-c125-432c-93ca-fb629957e2d4
9893d81f-df1e-49a9-a0d4-0a5016e00e0f,Dagorreti Corner,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
63738e51-d524-4445-96d7-a048aa99f2ea,Kawangware,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
77aa4768-810d-4c2b-8b1e-7d802401e336,Riruta/satellite,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
ca400c53-ca8b-4d8e-bbc1-d14a832a02a7,Ndonyo,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
4697e6c3-8776-4af5-8178-7267be2a5830,Dagoretti Depot,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
1e346322-80bc-40ee-8c76-de2fdc78f9d7,Western Fresh Depot,73b09398-3137-448a-935d-998901820c41
29571413-d0cb-41af-9fab-279a75dce314,Waiyaki Way Depot,df7e39a7-356f-427b-a247-4806164db493
772279fb-d215-4a7b-bc0a-ad54503d96b4,Warehouse Depot,3259d09a-a825-4e53-ab3f-657d1c415eb0
da74cef1-d78e-483a-89a5-514acf867182,Thika Town 1,21ee323a-6149-4310-908e-74a72cd6cb09
09d246ef-29b3-41c6-a723-e542554091e6,Greater Mombasa Road 1,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
6e22fe50-7a45-4784-ae75-1c65f3115370,Donholm Surplus,f80fee38-9a1a-4191-90f5-153687255446
6df6b35d-fe12-4c80-84ab-5ac841d21bbe,Ruaka 1,790ee6ba-e7d5-4743-ac10-e88636792a60
7ecc276a-11aa-4fc3-be26-d78fa06655bd,Greater Mombasa Road 2,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
a0d78119-a5a4-48e6-90fd-469912e537d6,NPR Thika,5b2d745a-c125-432c-93ca-fb629957e2d4
cd318fe6-b8ba-49d3-bda6-40361f55de57,Kahawa 2,5b2d745a-c125-432c-93ca-fb629957e2d4
7c24a15d-10cd-48e0-a939-f9704f02058d,Kangundo Road,f80fee38-9a1a-4191-90f5-153687255446
c9491adf-344c-44bb-ba2d-1135b4d322a4,NPR,67f10a70-7093-47d7-9a5d-17f0f331e584
73c4bd03-1e24-4fa8-88d3-61105b2eeb65,Waiyaki Way,df7e39a7-356f-427b-a247-4806164db493
8744e6e9-8611-4cfb-b261-f70fc7fff54b,Kariobangi/Huruma,f80fee38-9a1a-4191-90f5-153687255446
4451f4a8-1872-4490-953d-d7042ff18735,Thogoto,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
51264b3c-d33f-4bc1-8037-d9108c6c2564,Kajiado,db01133e-0d9c-4898-8812-320f02883291
54f0d22d-fcbf-4f53-8470-81b7e2ba2152,Ole Kasasi,2da4f36b-0634-4616-8649-c74f1b7f9ae6
4a10003b-f1ff-4e4a-93ed-30346459b417,CBD Nairobi,67f10a70-7093-47d7-9a5d-17f0f331e584
5e6687f8-f29a-4f19-b7dc-d946540b2706,Machakos 1,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
1c9cfc41-e3e9-4d1f-b574-c5eb9ee7c123,Matasia,2da4f36b-0634-4616-8649-c74f1b7f9ae6
0ff144fc-39f4-4901-88ca-279e277de009,Thika Town 2,21ee323a-6149-4310-908e-74a72cd6cb09
2b821c38-4de6-47b6-8593-cae13ffb97c4,Ruaka 2,790ee6ba-e7d5-4743-ac10-e88636792a60
4e8383ca-6c31-4e8f-939f-6379eb4afb26,Mathare/Huruma,f80fee38-9a1a-4191-90f5-153687255446
49a0a162-80d7-43d2-b428-31017bf4330e,Kasarani,5b2d745a-c125-432c-93ca-fb629957e2d4
d4956fd9-29c8-49c4-a84e-d5e6dad07be6,Utawala 2,ebed2404-4068-4d15-849e-75e578bc4e55
68f5950e-3a8e-4823-8849-f982a91e9a63,Roysambu,5b2d745a-c125-432c-93ca-fb629957e2d4
46c3de11-f5f9-4890-9f10-b5687a0fad52,KU,5b2d745a-c125-432c-93ca-fb629957e2d4
21bf95d8-275d-4a56-904d-9864b87bed0c,Ruiru/Kimbo,21ee323a-6149-4310-908e-74a72cd6cb09
66008fa3-723c-401e-bb0a-d31e54472146,Muchatha,790ee6ba-e7d5-4743-ac10-e88636792a60
4f87d3fa-208f-4cb6-9e99-2713aecd8e09,Kiambu Road 2,790ee6ba-e7d5-4743-ac10-e88636792a60
092ecbc4-d74b-4b9b-ae83-e1edaaa27b05,Ndenderu,790ee6ba-e7d5-4743-ac10-e88636792a60
b81634ee-7222-439f-ad45-24e330b8837e,Limuru,790ee6ba-e7d5-4743-ac10-e88636792a60
5b14754f-94e6-4d1b-beb7-e231e9923531,Ruaka Depot,790ee6ba-e7d5-4743-ac10-e88636792a60
40e76b4d-3360-4e12-9dd4-718796bcfc3b,Ngoingwa,21ee323a-6149-4310-908e-74a72cd6cb09
e08eddc0-0846-4d50-ab08-a96486c3861a,Thika Town Depot,21ee323a-6149-4310-908e-74a72cd6cb09
0192a100-b06e-4686-90df-763d99f9c32b,Dusit Hotel,df7e39a7-356f-427b-a247-4806164db493
7ba84cd1-4415-455d-8e60-4a0bc9e9b4fd,DusitD2,df7e39a7-356f-427b-a247-4806164db493
a153b9a0-e018-4389-9f66-c2f6799a8aaa,Kikuyu,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
41e901de-4225-4016-8710-ec0036fb4bb9,Tala,ebed2404-4068-4d15-849e-75e578bc4e55
be3557d6-7d12-4a10-a406-191541374e18,Kamakis,ebed2404-4068-4d15-849e-75e578bc4e55
f77cb787-0273-4238-b12f-fcca789f896c,C.B.D 2,67f10a70-7093-47d7-9a5d-17f0f331e584
60854a1c-a68d-47c2-bc6a-4f14ab161c10,Machakos C.B.D,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
67fd6b10-68c8-48fd-bf70-0ba07be45e55,Machakos 2,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
1002e77b-80ca-4b56-952d-581512362491,Kitengela 2,db01133e-0d9c-4898-8812-320f02883291
8f7a1712-b837-41a9-b2e0-ec699c21207b,Ngong Bulbul,2da4f36b-0634-4616-8649-c74f1b7f9ae6
e6ab0d94-4570-4e04-8ebb-0076633e647f,Magadi,2da4f36b-0634-4616-8649-c74f1b7f9ae6
49914d3d-c2f6-41e5-bc09-8af190d5f0f5,Kenol/Gotinyaga,21ee323a-6149-4310-908e-74a72cd6cb09
f00f74eb-7d3f-4410-b1d3-0a032f23fff4,Matuu,21ee323a-6149-4310-908e-74a72cd6cb09
f8b14275-7ff4-444b-ab74-2d482ba63400,Githurai,5b2d745a-c125-432c-93ca-fb629957e2d4
0b477464-2778-481f-a153-b91b2e6db813,KU/Membey,5b2d745a-c125-432c-93ca-fb629957e2d4
f807f4ed-568c-4d3d-8a0d-e29ceadd7f00,Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
e1c1135c-6a99-41b0-939a-78f3dd75ff8a,Mutituni,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
62790b65-5446-4433-abac-0b4ac0ec9585,Juja,21ee323a-6149-4310-908e-74a72cd6cb09
88f615ac-26fc-4090-8662-e4c7df779023,Staff Route,3259d09a-a825-4e53-ab3f-657d1c415eb0
a4a42b8d-a290-4fe2-b228-1c639227da93,Mitaboni,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
0638e859-fa10-46a8-b9c4-90d49e185bd0,Limuru 2,790ee6ba-e7d5-4743-ac10-e88636792a60
a6648784-f04c-4e3b-b649-1f6daab1d8c7,Komarock,f80fee38-9a1a-4191-90f5-153687255446
89d6b8a5-f194-4890-a69f-5046aa7c1016,Kiambiu,67f10a70-7093-47d7-9a5d-17f0f331e584
8a4d5834-2671-4339-a1b6-3f0466e445fd,Santon,5b2d745a-c125-432c-93ca-fb629957e2d4
ce2b2b3b-39ce-482f-bbe0-4858c09028b0,Tononoka,f80fee38-9a1a-4191-90f5-153687255446
8e162a5b-a70d-46d4-ba8b-e14649757164,Makongeni,21ee323a-6149-4310-908e-74a72cd6cb09
cb98bcf6-040a-4e00-964c-e0c9692588e8,Sabaki,db01133e-0d9c-4898-8812-320f02883291
7bb8f200-13b3-43fd-ae21-81b981584b2b,Daystar,db01133e-0d9c-4898-8812-320f02883291
91ba2436-8cf3-47ba-9979-e7ff1ff99402,Jacaranda,5b2d745a-c125-432c-93ca-fb629957e2d4
4b61a758-601b-4707-85aa-ef98a590a8e9,Eastlands Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
ec2c8504-c3ad-4d54-bdec-931fd8cb05d2,Ngong Road/CBD Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
dfe88d77-d858-47aa-9862-a6338fa79dd9,Westlands Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
0607dc1c-af82-4fa2-9f65-880ddc7e8463,Mombasa Road Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
5b1945fb-6d33-4190-9363-79f9327df6a3,Langata Road Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
4f0bcfb8-c408-4770-8c4b-a1b63a676411,Thika Road Route - Key Accounts,36aab551-1b63-4794-a827-d58b95d16556
eb32db54-0a9c-4adc-a23f-88ba5fa98312,Twiga B2C Donholm,f80fee38-9a1a-4191-90f5-153687255446
726654b5-2e35-4b70-a150-e5b462f544a6,Twiga B2C Thome,5b2d745a-c125-432c-93ca-fb629957e2d4
3dd19057-a85e-4fb3-adbc-703f8cc47c1c,Twiga B2C Ruaka,790ee6ba-e7d5-4743-ac10-e88636792a60
24439155-fdc7-4c25-ba85-3c3e0fa88f3c,Twiga B2C Valley Arcade,5d6a3321-df4a-49b1-a1f4-038649656d30
84129451-8090-428a-9c1f-d96b15952cd2,Twiga B2C Westlands,30df1728-c777-4f5f-8789-4f80d6b9c44e
433a9fe3-7779-4666-918e-3d9d7d0cf496,Twiga B2C PH,db01133e-0d9c-4898-8812-320f02883291
4835cd9a-2886-41f5-ba9a-471ef0e0aa22,Tech-Route,5b533901-0623-4f78-bace-9f677c1f459b
a8ec7eeb-7931-4ec0-8477-41db6fb4e3ea,Donholm-Demo,f80fee38-9a1a-4191-90f5-153687255446
444d9b0e-433e-46b2-b66d-284a4ad48307,Mathare 2,67f10a70-7093-47d7-9a5d-17f0f331e584
f61308cd-0ca5-4159-8df0-abb82a62bb23,Tech-Route-Kisumu,6fbe0a9a-f523-4bce-a12f-a98b9bec32ab
797c46c0-a6fc-44ac-974e-eb19a85ff683,Langas,bdc9719c-5f6b-42e6-b89b-a37e15635b35
ee34f008-2696-4eea-bee3-68a707feccd7,Eldoret CBD,bdc9719c-5f6b-42e6-b89b-a37e15635b35
a17df0cf-4fb4-4c8d-93f6-59128e8460b1,Huruma,bdc9719c-5f6b-42e6-b89b-a37e15635b35
35495848-eede-42e7-820c-a1ccaae67705,Kaptagat,bdc9719c-5f6b-42e6-b89b-a37e15635b35
dc42851d-0ec0-4da2-bd87-dbb77a9a20da,Annex,bdc9719c-5f6b-42e6-b89b-a37e15635b35
f125ff7a-0550-46d2-a873-42491a74e188,Moi University,bdc9719c-5f6b-42e6-b89b-a37e15635b35
7de42390-2002-412f-acf9-90a33e2b0010,Mosoriot,bdc9719c-5f6b-42e6-b89b-a37e15635b35
9a2f96af-937a-4f22-a523-175e2bbcea2e,Iten,bdc9719c-5f6b-42e6-b89b-a37e15635b35
80d69456-43fa-4842-a7eb-8c8af700e0ed,Ziwa,bdc9719c-5f6b-42e6-b89b-a37e15635b35
6052273a-35b8-4c6f-96b9-f2388669b8d4,Turbo,bdc9719c-5f6b-42e6-b89b-a37e15635b35
bd2d4795-a15c-4796-a5c8-2ceaf56734c9,Moi's Bridge,bdc9719c-5f6b-42e6-b89b-a37e15635b35
f8837758-1155-412c-b389-29395ab6fac6,Nakuru CBD,702ac963-e29f-4a52-adb3-fd03adef8fc9
e00da6b6-6760-47e5-bb08-ac497e2c749e,Lanet,702ac963-e29f-4a52-adb3-fd03adef8fc9
ca306c27-2669-425b-b2b3-99252c55dd70,Bahati,702ac963-e29f-4a52-adb3-fd03adef8fc9
88771b7b-aba1-45a0-9006-6f92dc253b35,Kabarak,702ac963-e29f-4a52-adb3-fd03adef8fc9
1a384001-8885-4829-90af-14be15bceb50,Mogotio,702ac963-e29f-4a52-adb3-fd03adef8fc9
740f25a1-1804-4580-bb5e-fca23e134080,Eldama Ravine,702ac963-e29f-4a52-adb3-fd03adef8fc9
1e4dc5a0-0283-4187-a95d-408d312ff8ae,Njoro,702ac963-e29f-4a52-adb3-fd03adef8fc9
4f6ec944-9e20-41fe-af25-f44328732aa6,Molo,702ac963-e29f-4a52-adb3-fd03adef8fc9
a5bf55db-aaba-44fd-b4d5-d59567ffa2b7,Salgaa,702ac963-e29f-4a52-adb3-fd03adef8fc9
c92248cf-ae81-49fc-83d0-3ab4288572ee,Nakuru Depot,702ac963-e29f-4a52-adb3-fd03adef8fc9
883b92f7-54c0-47be-a90d-4e2aa85b815d,Kagio,41725917-d03f-46f6-b43d-f3c776472308
dd6b05dc-cfa6-489d-ad84-74ada375646c,Kagumo,41725917-d03f-46f6-b43d-f3c776472308
a6be12c9-ea3a-4aae-864b-cae7df20e1bb,Karatina,41725917-d03f-46f6-b43d-f3c776472308
45141d6d-2002-4130-b8dc-9e14ce432671,Kerugoya,41725917-d03f-46f6-b43d-f3c776472308
9c6a8068-09b6-4eab-bf68-185b8ed7876a,Mukurweini,41725917-d03f-46f6-b43d-f3c776472308
32ffdd9e-62de-4b66-8e74-8422d8e5558d,Sagana,41725917-d03f-46f6-b43d-f3c776472308
5e7b9a12-ea17-4db8-ab50-2b10f6d47d84,Chaka,a8e26433-727f-4088-b18a-2ce2a4c79793
627fa004-2201-4209-afb0-48f6d17233c7,Muiga,a8e26433-727f-4088-b18a-2ce2a4c79793
4ee29e5b-00c0-463d-8105-3182081205f4,Nanyuki,a8e26433-727f-4088-b18a-2ce2a4c79793
1827280d-ade7-4df2-86ae-dad545cd05a2,Naromoru,a8e26433-727f-4088-b18a-2ce2a4c79793
8afd7b1a-0abd-42f1-a80f-1dae7954ea4b,Nyeri,a8e26433-727f-4088-b18a-2ce2a4c79793
c077b04d-5cbc-44ae-af7a-0a3236cd4d3d,Othaya,a8e26433-727f-4088-b18a-2ce2a4c79793
38deb945-ca65-4125-966e-ffd77af125b5,Chuka,fd74587d-932d-40db-a5ee-20a5d1a620c1
d46e0000-e0fb-4bc4-919a-6e911cf89292,Embu,fd74587d-932d-40db-a5ee-20a5d1a620c1
014f866f-045e-4d64-84ab-ed379bf213d0,Gachoka,fd74587d-932d-40db-a5ee-20a5d1a620c1
413c5975-40f9-414f-9125-07a9886c4981,Mwea,fd74587d-932d-40db-a5ee-20a5d1a620c1
e1ac8149-926c-4755-b87b-c31722422206,Runyenjes,fd74587d-932d-40db-a5ee-20a5d1a620c1
be709a16-5cd9-4c97-b1a0-07b3ff64a7b2,Kware,ebed2404-4068-4d15-849e-75e578bc4e55
6650c672-5a8d-4120-a012-11973de681dc,Machakos Wote,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
2a13244e-6d77-4f72-9e5d-b67b4bc9d14d,Nunguni,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
3ab9513e-a694-4ac4-b2ca-73e58592fe48,Gachie,790ee6ba-e7d5-4743-ac10-e88636792a60
0ecfa030-8f5f-40cd-b4d5-f7527196b4b9,Isinya,db01133e-0d9c-4898-8812-320f02883291
cc53ea42-12b2-441c-9417-1facd6e59e26,Banana,790ee6ba-e7d5-4743-ac10-e88636792a60
8aa096dd-f639-43e8-b34f-8a20dc3ff0e2,Kilimambogo,21ee323a-6149-4310-908e-74a72cd6cb09
7e679ce3-f235-4d90-b217-757c5284a78b,Kitale,91439a00-7c10-435f-97da-31b88c39112e
9de070ba-aee0-4688-bdc2-4ac9427a5ee5,Naivasha,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
8241bfaf-206a-4ca5-b9dc-5af2baf9a2fa,Ruiru Town ,5b2d745a-c125-432c-93ca-fb629957e2d4
3d12100c-5105-4065-97cc-efa91e9c8d90,Nkubu,6e97782e-7619-492b-be1d-648ad708361c
cb0649d7-b73f-4295-8a62-d9646c74a863,Chogoria,6e97782e-7619-492b-be1d-648ad708361c
fd192401-e9e0-419d-8e78-399b9d10593c,Isiolo,a4cb6f06-1011-43f4-93fe-d5270f855bd0
0046729e-e8be-4c8c-9b11-d51e8a5fbd76,Eldoret Depot Route,bdc9719c-5f6b-42e6-b89b-a37e15635b35
a3c4d7e9-b7b9-494b-904c-40feec7fb90a,Junction,bdc9719c-5f6b-42e6-b89b-a37e15635b35
46bf1db0-2f02-4873-8c6a-6ad0c68a5469,Bamburi,f8b13926-9745-4158-a3ab-492e31a3f23a
4a57b24f-e551-4f21-b770-c25552e0e4f5,Kaptembwa,702ac963-e29f-4a52-adb3-fd03adef8fc9
87869af0-9413-4b0d-bdbd-e376a938bbc2,Munyaka,bdc9719c-5f6b-42e6-b89b-a37e15635b35
c6c5282f-d5bb-4be8-9e83-5c367d6b7d2a,Mwanzo,bdc9719c-5f6b-42e6-b89b-a37e15635b35
64cb750d-7c54-4ef9-8d7f-c4bd0c7bb87e,Barnabas,702ac963-e29f-4a52-adb3-fd03adef8fc9
4eb65cf8-aa8e-48e5-8858-c2af848a8916,Mawanga,702ac963-e29f-4a52-adb3-fd03adef8fc9
38063763-98c9-4ed1-ac7b-e1f31bff3123,Shabab,702ac963-e29f-4a52-adb3-fd03adef8fc9
b1d89eb7-67ef-48c1-aff5-761e415d9013,Kimumu,bdc9719c-5f6b-42e6-b89b-a37e15635b35
0344b31f-4710-4b20-b209-fce58269c511,Pioneer,bdc9719c-5f6b-42e6-b89b-a37e15635b35
0ac677dd-a5c4-4562-a7db-9ffab1102a25,Roadblock,bdc9719c-5f6b-42e6-b89b-a37e15635b35
5455ad49-7bea-429e-9fd6-b4544a02ee5b,Action,bdc9719c-5f6b-42e6-b89b-a37e15635b35
edee8ea7-b7b9-4f64-b71b-48b7496b5a81,Racecourse,bdc9719c-5f6b-42e6-b89b-a37e15635b35
1e4dfe87-f6e9-4788-a27f-b6bb85886722,Kapsoya,bdc9719c-5f6b-42e6-b89b-a37e15635b35
76702653-23de-4370-b7ff-e5aafaee24a6,Kamulu,ebed2404-4068-4d15-849e-75e578bc4e55
46b95569-7e4f-4251-9693-3d6d3685e826,Githunguri,790ee6ba-e7d5-4743-ac10-e88636792a60
e9e7d146-79d3-430b-81a1-570297dd7743,Eldoret Staff Route,bdc9719c-5f6b-42e6-b89b-a37e15635b35
4daf2e68-7fb3-41e3-a898-67cbff78774a,Nakuru Staff Route,702ac963-e29f-4a52-adb3-fd03adef8fc9
1edeff41-5bdb-4f7c-9647-7b873abe26e1,Dandora,f80fee38-9a1a-4191-90f5-153687255446
644556bd-5d78-4d67-9b2c-525c6bb11f5f,Mai-Mahiu,f718def1-1fd1-4bfb-8f89-fb37d5bd2be8
f41018cb-dec9-42ff-93de-01480927fa8d,Kitui,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
41b02039-c0b3-4476-8e64-bcb48f517e65,Maragua/Murang'a,21ee323a-6149-4310-908e-74a72cd6cb09
898372fe-6414-41eb-9988-f02453976f45,Gatundu,21ee323a-6149-4310-908e-74a72cd6cb09
5522718a-2ada-4bbb-bc67-5b92f2c526b9,Packhouse Grade 2,3259d09a-a825-4e53-ab3f-657d1c415eb0
4692a22f-1ff0-44fb-a028-a9956601d079,Bisil,db01133e-0d9c-4898-8812-320f02883291
e3e1ade0-9798-4cbd-bdaa-3687a7164018,Key Accounts Depot,36aab551-1b63-4794-a827-d58b95d16556
ff86f294-0279-4359-9e94-2d979faafd30,Meru CBD,6e97782e-7619-492b-be1d-648ad708361c
77b9526f-44c4-4d9d-851c-5387ca1b17ec,Nchiru,6e97782e-7619-492b-be1d-648ad708361c
9f5f8468-381d-4fc4-8ace-429e08669c02,Kibirichia,6e97782e-7619-492b-be1d-648ad708361c
022f58b4-7291-4ead-bea2-4d9807485421,Githongo,6e97782e-7619-492b-be1d-648ad708361c
31ffd508-de1f-40e6-b417-d043f6027c56,Mikinduri,6e97782e-7619-492b-be1d-648ad708361c
5782caa9-f00f-40f3-baa1-16112d9d7c0c,Tawa,65f663c4-22e2-43d1-9a03-f6ddbec8cdb2
8f330017-904c-459e-8e31-ef49c3da0926,Taveta Route,3259d09a-a825-4e53-ab3f-657d1c415eb0
ae4e0f3f-52c3-485a-84bc-e789e2557143,Rongai /Ngong Route,6f1740ea-39cd-4313-ac5d-a34bbc031924
be8d5605-3c63-4ace-a613-95a252409b73,Waiyaki Way Route,6f1740ea-39cd-4313-ac5d-a34bbc031924
b60a0642-fd8e-4c1c-b2ec-fc278caa97fb,Mombasa Road Route,6f1740ea-39cd-4313-ac5d-a34bbc031924
9c1584ee-67e1-4c55-8f3c-d82985ccfa1a,Eldoret Fresh,73b09398-3137-448a-935d-998901820c41
ebee4ec6-b897-48b9-afa0-cf0a77fe4027,Kisumu Fresh,73b09398-3137-448a-935d-998901820c41
53549539-3672-4cb9-8206-a1083cc99f23,Nakuru Fresh ,73b09398-3137-448a-935d-998901820c41
9468b4f3-1425-42c4-a9ae-8ded0f521e22,,6f1740ea-39cd-4313-ac5d-a34bbc031924
